,Price (USD),Replies,Likes,Retweets,Tweets
2021-07-02,33634.0,38126.0,337191.0,74265.0,32440.0
2021-07-03,34457.59104513,44011.0,345013.0,71184.0,30026.0
2021-07-04,35370.0,37496.0,339725.0,82096.0,27658.0
2021-07-05,34026.38274026,43363.0,392003.0,111733.0,31182.0
2021-07-06,34107.88019104,37947.0,351373.0,84086.0,33253.0
2021-07-07,34198.0,40610.0,365588.0,91882.0,34189.0
2021-07-08,32562.0,48701.0,372486.0,90879.0,36352.0
2021-07-09,33927.95897072,37462.0,378562.0,78688.0,30839.0
2021-07-10,33529.0,35496.0,305770.0,69105.0,24824.0
2021-07-11,34406.0,32122.0,270740.0,52218.0,24474.0
2021-07-12,33036.0,45747.0,355530.0,107431.0,40407.0
2021-07-13,32456.0,35139.0,346564.0,66400.0,40747.0
2021-07-14,33034.0,38400.0,368716.0,83249.0,33666.0
2021-07-15,31767.0,40887.0,373299.0,72085.0,29579.0
2021-07-16,31611.10720834,39997.0,355224.0,63312.0,28041.0
2021-07-17,31665.0,34841.0,271146.0,60654.0,23640.0
2021-07-18,31578.0,36451.0,278988.0,60499.0,26393.0
2021-07-19,30919.0,42559.0,365747.0,55427.0,30443.0
2021-07-20,29544.62977015,56332.0,452996.0,95776.0,34305.0
2021-07-21,32060.0,70872.0,729190.0,147571.0,42295.0
2021-07-22,32227.0,55965.0,424357.0,83645.0,32088.0
2021-07-23,33083.0,39654.0,318698.0,87579.0,28318.0
2021-07-24,34034.0,42248.0,351495.0,66646.0,26510.0
2021-07-25,34557.0,38397.0,345380.0,59367.0,25844.0
2021-07-26,37279.0,96152.0,881490.0,142400.0,52832.0
2021-07-27,39108.0,49298.0,410032.0,89534.0,31472.0
2021-07-28,39608.0,67449.0,562187.0,116797.0,35018.0
2021-07-29,39798.0,43647.0,360697.0,71013.0,29360.0
2021-07-30,41348.0,52925.0,479070.0,79818.0,31161.0
2021-07-31,41797.0,45361.0,385352.0,70413.0,26972.0
2021-08-01,40228.0,52199.0,362636.0,81203.0,26821.0
2021-08-02,39415.0,43880.0,321831.0,66147.0,33767.0
2021-08-03,38259.0,47449.0,397021.0,103555.0,29383.0
2021-08-04,39660.0,46248.0,356191.0,75991.0,28305.0
2021-08-05,41029.0,45984.0,362684.0,90080.0,29526.0
2021-08-06,42628.0,54046.0,421100.0,72073.0,31659.0
2021-08-07,44000.0,69841.0,531388.0,87034.0,29453.0
2021-08-08,44298.0,42157.0,413175.0,61607.0,29017.0
2021-08-09,46254.0,66432.0,655350.0,111425.0,38706.0
2021-08-10,45615.0,41314.0,411514.0,92151.0,35718.0
2021-08-11,45700.0,53979.0,390128.0,84266.0,33619.0
2021-08-12,43955.0,57952.0,382214.0,83736.0,32368.0
2021-08-13,47632.0,52076.0,458086.0,99173.0,33903.0
2021-08-14,46946.0,45534.0,381308.0,94267.0,29600.0
2021-08-15,47218.0,39577.0,336944.0,71470.0,27365.0
2021-08-16,46068.9414608,43161.0,406419.0,76463.0,29347.0
2021-08-17,44900.0,50270.0,414837.0,87406.0,29711.0
2021-08-18,44792.0,49053.0,359068.0,82061.0,32709.0
2021-08-19,46446.0,58525.0,429779.0,104498.0,32165.0
2021-08-20,49082.0,57505.0,516194.0,95735.0,34561.0
2021-08-21,49352.0,51275.0,357560.0,68854.0,27245.0
2021-08-22,49079.0,48628.0,276694.0,63374.0,24579.0
2021-08-23,49634.0,86328.0,662278.0,158566.0,39700.0
2021-08-24,48206.0,70498.0,448340.0,114141.0,32726.0
2021-08-25,48837.0,64343.0,419999.0,90135.0,33165.0
2021-08-26,47255.35815582,63361.0,411350.0,122969.0,32600.0
2021-08-27,48987.14211391,57265.0,430074.0,114726.0,32614.0
2021-08-28,48818.8084757,56711.0,385527.0,117535.0,27236.0
2021-08-29,49156.0,49398.0,334799.0,93782.0,28752.0
2021-08-30,47766.0,61292.0,415742.0,119279.0,31934.0
2021-08-31,47057.0,48268.0,392611.0,96376.0,30610.0
2021-09-01,48431.0,52701.0,431585.0,130922.0,33084.0
2021-09-02,49702.0,68617.0,504759.0,119108.0,36849.0
2021-09-03,49762.0,54738.0,447935.0,90618.0,34215.0
2021-09-04,49969.6922478,49235.0,365648.0,92341.0,27225.0
2021-09-05,51775.0,53723.0,454854.0,112078.0,30260.0
2021-09-06,52505.42929973,70820.0,721911.0,155972.0,38658.0
2021-09-07,46849.36794365,107724.0,1212872.0,251768.0,66896.0
2021-09-08,46653.0,68450.0,647030.0,120214.0,43767.0
2021-09-09,46488.0,53330.0,474518.0,91499.0,36107.0
2021-09-10,44747.0,80558.0,473998.0,123455.0,35170.0
2021-09-11,45194.0,53525.0,388587.0,107214.0,28639.0
2021-09-12,45544.86044058,41813.0,352443.0,85241.0,27470.0
2021-09-13,45000.0,65309.0,558375.0,130376.0,40091.0
2021-09-14,47092.0,48966.0,438889.0,108939.0,34784.0
2021-09-15,48136.0,53587.0,512248.0,125488.0,34569.0
2021-09-16,47595.0,49784.0,460491.0,123266.0,33258.0
2021-09-17,47153.0,52777.0,493356.0,152208.0,32127.0
2021-09-18,47963.62156768,55789.0,417713.0,104788.0,29099.0
2021-09-19,47126.0,47715.0,351186.0,92844.0,26268.0
2021-09-20,43515.0,69629.0,719487.0,136563.0,42319.0
2021-09-21,40945.0,69869.0,526147.0,129629.0,40429.0
2021-09-22,43494.0,63631.0,496373.0,110945.0,36779.0
2021-09-23,44782.0,60639.0,632972.0,145218.0,36938.0
2021-09-24,42982.33181548,82228.0,824007.0,192747.0,52263.0
2021-09-25,42771.0,52061.0,456140.0,108887.0,32782.0
2021-09-26,43476.0,56577.0,417268.0,76448.0,32717.0
2021-09-27,43111.0,52296.0,472449.0,92381.0,37349.0
2021-09-28,41730.0,63165.0,503994.0,121100.0,37056.0
2021-09-29,41400.84614868,57377.0,458144.0,92729.0,37261.0
2021-09-30,43729.0,52974.0,550456.0,119829.0,37205.0
